APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,GFG35595.1,31.250,160,77,7,96,248,112,245,0.003,52.8,45.00
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,ELU03792.1,28.750,160,74,6,204,342,23,163,0.044,49.7,45.62
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_023715320.1,27.907,172,99,4,205,369,139,292,5.19e-04,55.8,44.19
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,PNF18077.1,27.168,173,101,5,206,371,127,281,8.45e-04,56.2,45.66
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_023711221.1,26.728,217,124,5,205,404,129,327,6.27e-07,66.6,43.32
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5411633.1,26.623,154,93,4,83,236,10,143,0.036,49.7,41.56
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,PNF38676.1,26.619,139,84,4,96,230,31,155,0.014,51.2,47.48
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,PNF21316.1,26.471,170,103,4,204,369,123,274,0.004,54.3,46.47
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_034946221.1,26.432,227,123,9,206,417,81,278,0.003,53.9,47.58
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,PNF19910.1,26.036,169,103,4,206,370,90,240,0.020,51.6,46.75
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5413982.1,25.926,189,117,5,90,277,1203,1369,0.018,52.4,39.68
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_033611277.1,25.773,194,119,4,195,381,47,222,8.45e-06,62.8,45.36
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_033608258.1,25.773,194,119,4,195,381,47,222,1.05e-05,62.0,45.36
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_033609748.1,25.773,194,119,4,195,381,47,222,1.16e-05,62.4,45.36
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5376587.1,25.581,129,83,3,195,320,19,137,0.033,51.2,47.29
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5387037.1,25.451,499,321,17,90,585,1042,1492,2.76e-15,94.4,39.88
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,GFG32921.1,25.359,209,117,5,168,369,217,393,1.20e-05,62.0,43.06
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_021346496.1,25.247,507,309,19,87,581,720,1168,1.39e-16,98.2,40.24
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,PSN52275.1,24.895,237,148,7,202,434,128,338,0.014,52.0,40.51
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,OWF53805.1,24.608,638,391,26,87,705,156,722,1.79e-17,100,40.13
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5416622.1,24.543,383,192,12,206,584,107,396,3.37e-07,67.4,37.86
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,XP_023725323.1,24.157,356,191,14,96,436,40,331,1.10e-06,65.5,41.57
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5415176.1,24.111,647,406,25,90,731,81,647,1.10e-11,81.6,39.10
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,CAC5392993.1,24.096,498,329,15,90,585,1,451,3.08e-15,92.4,39.36
APG78796.1_1/glycoprotein/Hubei_myriapoda_virus_8,VDI07257.1,23.917,623,410,22,90,706,212,776,2.88e-15,94.0,40.13
