AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_015949060.1,6.383,188,172,2,1,184,530,717,6.55e-67,230,13.83
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_018904943.1,38.272,81,49,1,1,81,435,514,3.56e-06,59.7,56.79
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_032689039.1,34.259,108,71,0,32,139,11,118,3.99e-10,68.9,50.93
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,EFN89572.1,32.031,128,82,2,7,132,190,314,7.26e-12,75.5,53.91
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_025162718.1,31.852,135,87,2,7,139,295,426,1.90e-13,80.9,55.56
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_025157199.1,31.852,135,87,2,7,139,295,426,3.04e-13,80.5,55.56
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_025153252.1,31.852,135,87,2,7,139,295,426,4.69e-13,79.7,55.56
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_036143376.1,31.206,141,92,2,1,139,1103,1240,4.92e-11,74.3,49.65
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_032669690.1,30.556,108,75,0,32,139,6,113,1.46e-09,67.4,55.56
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,RLU24141.1,29.078,141,95,3,1,139,102,239,6.91e-09,67.0,49.65
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,EZA52949.1,29.078,141,95,3,1,139,167,304,8.62e-09,67.0,48.94
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,RLU14661.1,29.078,141,95,3,1,139,102,239,9.04e-09,66.6,48.94
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,KMQ86891.1,28.873,142,95,4,1,139,351,489,1.23e-07,63.9,48.59
AYV61057.1_1/glycoprotein/Wuhan_tick_virus_2_strain_11,XP_023026000.1,28.571,140,99,1,1,140,439,577,9.67e-12,76.3,50.71
