QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,XP_018904943.1,62.434,189,71,0,1,189,116,304,5.59e-79,265,78.31
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,XP_018917808.1,48.691,191,97,1,1,190,117,307,2.94e-54,193,64.92
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,EGI58576.1,42.342,111,64,0,13,123,24,134,8.12e-20,93.6,53.15
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,CAD6210492.1,40.777,103,60,1,4,105,104,206,1.13e-18,90.5,62.14
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYN28643.1,36.129,155,98,1,19,172,135,289,2.67e-24,110,50.97
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYN43060.1,36.047,172,108,2,16,186,131,301,1.83e-25,113,51.16
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,EFA11706.2,35.849,159,94,3,19,171,94,250,1.70e-18,94.0,49.06
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYN37550.1,35.789,190,117,4,4,190,117,304,1.60e-25,113,52.63
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,XP_036138366.1,35.625,160,100,3,16,172,126,285,2.06e-23,108,53.75
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,XP_036141074.1,35.429,175,110,3,16,188,132,305,3.49e-23,107,52.57
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,XP_015595137.2,35.233,193,118,4,4,190,117,308,4.15e-27,118,53.89
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYN28573.1,35.227,176,111,3,16,190,131,304,1.40e-25,112,52.27
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYN19400.1,35.227,176,111,3,16,190,131,304,3.67e-25,113,52.27
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYM99943.1,35.028,177,111,3,12,187,107,280,2.77e-26,112,52.54
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,XP_023288930.1,34.969,163,105,1,10,171,140,302,1.13e-25,114,54.60
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KYN13162.1,34.302,172,111,2,16,186,44,214,5.48e-23,106,49.42
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,CAD6243041.1,33.974,156,100,1,24,179,138,290,1.43e-21,102,47.44
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,VDO37304.1,33.974,156,98,2,24,174,78,233,6.23e-20,94.7,52.56
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,OAD47044.1,33.951,162,101,2,13,172,125,282,4.97e-25,111,52.47
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,CAD6216035.1,33.824,136,85,2,16,147,4,138,2.21e-20,92.8,52.21
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KOC58954.1,33.766,154,102,0,19,172,130,283,6.91e-24,108,52.60
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,EFN77719.1,33.766,154,100,2,36,188,1,153,1.06e-18,90.9,49.35
QMP82276.1_1/glycoprotein/Hemipteran_chu-related_virus_OKIAV138,KMQ85768.1,33.742,163,106,1,16,176,126,288,2.47e-23,107,50.31
