QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_023026000.1,33.443,305,193,5,1,300,93,392,6.11e-50,186,53.11
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN21233.1,31.803,305,200,4,1,300,90,391,9.56e-47,176,51.80
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EZA50981.1,31.046,306,200,3,1,300,91,391,4.68e-44,165,49.67
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN20512.1,30.921,304,204,3,1,300,90,391,6.32e-44,167,49.67
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_032690346.1,33.115,305,197,5,1,300,49,351,1.04e-43,166,51.15
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EFA11706.2,29.836,305,200,6,1,297,53,351,1.20e-43,170,52.46
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN05855.1,31.613,310,198,5,1,300,90,395,2.18e-43,168,50.65
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_032689414.1,33.115,305,197,5,1,300,49,351,3.44e-43,167,51.15
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ84765.1,30.592,304,204,3,1,300,89,389,1.02e-42,166,50.66
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EZA49528.1,31.579,304,195,5,1,300,1,295,1.16e-42,163,51.64
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN28573.1,32.258,310,193,5,1,300,88,390,1.26e-42,162,48.06
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN07828.1,32.476,311,190,8,1,300,83,384,2.90e-42,161,50.48
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_033204879.1,32.026,306,201,4,1,300,97,401,1.01e-41,160,50.33
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN09194.1,32.588,313,188,6,1,300,88,390,1.91e-41,159,48.24
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_033200233.1,32.353,306,200,4,1,300,83,387,2.05e-41,159,50.65
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_023288930.1,28.808,302,209,3,1,298,104,403,2.39e-41,162,50.33
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_033204550.1,32.026,306,201,4,1,300,97,401,2.56e-41,160,50.33
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,OXU22733.1,31.699,306,197,4,1,300,1,300,3.41e-41,159,50.00
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_036141074.1,31.475,305,200,6,1,300,90,390,5.09e-41,161,52.79
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN28643.1,32.680,306,194,7,1,298,88,389,1.25e-40,160,51.63
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_031337381.1,30.565,301,200,4,2,297,79,375,2.31e-40,159,52.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN19400.1,31.935,310,194,5,1,300,88,390,3.71e-40,159,48.06
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KOC70172.1,31.935,310,190,6,1,298,84,384,8.05e-40,155,49.68
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EZA46988.1,33.445,299,186,5,10,300,244,537,1.15e-39,156,50.84
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026831002.1,29.180,305,209,4,1,300,85,387,2.65e-39,155,50.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,RLU21202.1,32.776,299,188,5,10,300,23,316,3.28e-39,154,50.17
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ89578.1,31.046,306,205,4,1,301,83,387,7.01e-39,155,49.35
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026830939.1,29.180,305,209,4,1,300,85,387,8.04e-39,155,50.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026830985.1,29.180,305,209,4,1,300,108,410,8.57e-39,155,50.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026830955.1,29.180,305,209,4,1,300,108,410,9.28e-39,155,50.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN13162.1,31.613,310,195,5,1,300,1,303,1.03e-38,154,47.42
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ89175.1,31.353,303,202,4,1,298,87,388,1.10e-38,155,48.84
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026830965.1,29.180,305,209,4,1,300,108,410,1.11e-38,155,50.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN12133.1,30.225,311,203,4,1,300,63,370,2.08e-38,153,46.95
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EZA46815.1,28.852,305,210,4,1,300,57,359,2.11e-38,154,50.82
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KOC58647.1,32.039,309,190,6,1,298,84,383,8.03e-38,152,49.19
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KOC58954.1,30.719,306,198,6,1,298,84,383,1.07e-37,150,48.37
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,WP_138079167.1,29.568,301,206,3,4,300,212,510,2.20e-37,150,49.50
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ84581.1,32.707,266,170,3,40,301,14,274,2.38e-37,150,51.13
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN07861.1,31.090,312,193,8,1,300,83,384,2.92e-37,151,48.72
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KOC58953.1,31.683,303,200,4,1,298,84,384,4.25e-37,150,49.83
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,OAD47044.1,28.571,308,203,5,1,301,85,382,5.38e-37,148,50.32
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,CAB0037869.1,30.820,305,204,4,1,300,147,449,6.59e-37,150,50.16
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYQ49650.1,32.566,304,195,5,1,298,42,341,7.06e-37,150,48.36
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_036144489.1,30.363,303,204,4,1,298,87,387,1.96e-36,144,49.50
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_039308450.1,28.470,281,196,2,1,278,87,365,2.76e-36,144,50.53
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EFA07100.1,30.921,304,198,8,1,297,1,299,6.83e-36,141,51.64
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,CAD6243041.1,28.053,303,206,4,4,300,91,387,7.41e-36,147,50.17
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_032681742.1,26.948,308,213,6,1,301,84,386,9.45e-36,147,48.70
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN43060.1,30.000,310,200,5,1,300,88,390,9.48e-36,145,46.13
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN01911.1,31.111,315,189,8,1,300,83,384,1.02e-35,147,48.89
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ88976.1,30.943,265,174,3,40,300,16,275,1.06e-35,145,52.08
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN37550.1,30.323,310,199,5,1,300,88,390,2.12e-35,144,46.45
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KOC60715.1,30.968,310,192,6,1,298,83,382,2.82e-35,144,48.71
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026815647.1,29.900,301,202,5,5,300,88,384,4.86e-35,141,50.50
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ86891.1,29.545,308,207,5,1,301,1,305,5.00e-35,144,49.03
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KYN15930.1,28.947,304,200,4,1,298,54,347,5.75e-35,142,48.03
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,XP_026819898.1,30.233,301,201,5,5,300,88,384,7.00e-35,144,50.83
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,EGI67989.1,29.739,306,186,8,1,298,68,352,1.15e-34,139,48.37
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KAE9543571.1,29.236,301,204,5,5,300,75,371,1.20e-34,139,50.83
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KAE9521351.1,29.568,301,203,5,5,300,75,371,2.20e-34,141,51.16
QQP18727.2/glycoprotein/Soybean_thrips_chu-like_virus_1_Segment_S,KMQ85768.1,29.642,307,206,5,1,300,83,386,2.29e-34,143,48.86
